0.135498	0.0863814	-0.0795772
0.0477389	0.0894257	-0.0275056
0.0493334	0.0904516	-0.0277627
0.0509021	0.0914517	-0.0280728
0.0524439	0.0924237	-0.0284326
0.0539578	0.0933659	-0.0288386
0.0554434	0.0942765	-0.0292871
0.0569001	0.0951545	-0.0297743
0.0583278	0.0959988	-0.0302964
0.0597266	0.0968087	-0.0308495
0.0610966	0.097584	-0.0314301
0.0624381	0.0983243	-0.0320343
0.0637516	0.0990297	-0.032659
0.0650376	0.0997005	-0.0333008
0.0662967	0.100337	-0.0339568
0.0675295	0.100939	-0.0346242
0.0687367	0.101508	-0.0353006
0.0699191	0.102044	-0.0359837
0.0710774	0.102548	-0.0366715
0.0722124	0.10302	-0.0373623
0.073325	0.10346	-0.0380545
0.0744158	0.103871	-0.0387467
0.0754858	0.104251	-0.0394377
0.0765358	0.104602	-0.0401266
0.0775665	0.104925	-0.0408124
0.0785788	0.10522	-0.0414944
0.0795736	0.105487	-0.0421721
0.0805515	0.105728	-0.0428448
0.0815134	0.105942	-0.0435122
0.08246	0.106131	-0.044174
0.0833921	0.106295	-0.04483
0.0843102	0.106435	-0.0454798
0.0852152	0.10655	-0.0461234
0.0861076	0.106643	-0.0467608
0.0869881	0.106713	-0.0473918
0.0878574	0.10676	-0.0480165
0.0887159	0.106786	-0.048635
0.0895644	0.106791	-0.0492472
0.0904033	0.106775	-0.0498532
0.0912332	0.10674	-0.0504532
0.0920547	0.106684	-0.0510473
0.0928682	0.10661	-0.0516356
0.0936743	0.106517	-0.0522183
0.0944735	0.106406	-0.0527954
0.0952664	0.106277	-0.0533671
0.0960535	0.106131	-0.0539335
0.0968353	0.105968	-0.0544949
0.0976123	0.105789	-0.0550513
0.0983852	0.105594	-0.0556029
0.0991545	0.105383	-0.0561498
0.0999209	0.105158	-0.0566922
0.100685	0.104918	-0.0572302
0.101448	0.104664	-0.057764
0.10221	0.104396	-0.0582938
0.102972	0.104116	-0.0588198
0.103734	0.103823	-0.0593422
0.104498	0.103519	-0.0598612
0.105265	0.103205	-0.0603772
0.106033	0.102882	-0.0608904
0.106805	0.10255	-0.0614011
0.107579	0.102212	-0.0619095
0.108356	0.101867	-0.062416
0.109134	0.101518	-0.0629208
0.109915	0.101163	-0.0634239
0.110695	0.100805	-0.0639254
0.111476	0.100442	-0.0644254
0.112257	0.100075	-0.064924
0.113036	0.0997039	-0.0654209
0.113814	0.0993287	-0.0659163
0.114591	0.0989492	-0.0664101
0.115365	0.0985651	-0.0669023
0.116137	0.0981765	-0.0673929
0.116908	0.0977831	-0.0678817
0.117676	0.0973849	-0.0683689
0.118441	0.0969817	-0.0688543
0.119205	0.0965737	-0.0693381
0.119966	0.0961606	-0.0698202
0.120725	0.0957425	-0.0703005
0.121481	0.0953195	-0.0707792
0.122236	0.0948914	-0.0712562
0.122988	0.0944584	-0.0717315
0.123738	0.0940204	-0.0722052
0.124487	0.0935775	-0.0726773
0.125233	0.0931298	-0.0731477
0.125977	0.0926772	-0.0736166
0.12672	0.0922199	-0.0740839
0.12746	0.0917578	-0.0745497
0.128199	0.0912911	-0.0750139
0.128936	0.0908198	-0.0754766
0.129672	0.090344	-0.0759378
0.130405	0.0898636	-0.0763976
0.131137	0.0893789	-0.076856
0.131868	0.0888898	-0.0773129
0.132597	0.0883965	-0.0777685
0.133324	0.0878989	-0.0782226
0.13405	0.0873971	-0.0786755
0.134775	0.0868913	-0.079127
0.135498	0.0863814	-0.0795772
